,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
319,people,"[-0.0723078204318881, 0.149505574721843, 0.1317973581608384, 0.226312636397779, 0.0486925379373133, 0.1670088125392794, 0.1719579836353659, 0.0788733920780941, 0.2385345953516662, 0.3268320185597986, 0.4345599799416959, 0.2093011597171425, 0.1363142975606024, 0.1946235580835491, 0.2571367975324392, 0.2448150576092302, 0.0873874058015644, 0.0550459334626793, 0.1116890364792198, 0.3596000229008496, 0.0745777286356315, 0.2577773886732757, -0.0645102020353078, 0.1447873525321483, -0.0198284401558339, 0.002426196122542, 0.1162292584776878, 0.1883623115718364, 0.304814554285258]","[-0.0025587023497146, 0.0463775162098579, 0.0144327147712882, -0.0132175830855035, 0.0017554041343304, -0.0511289775141804, 0.0420849102163577, -0.0356057060468829, -0.0356057060468829, -0.0791479401127607, -0.1375274237427192, -0.0200787500538144, -0.1098110743933628, -0.0215881740180014, -0.0365757660435755, 0.0418233688964181, -0.022222494156676, -0.0021905459061659, -0.0700123050157019, 0.059485735740204, -0.0233837210071305, -0.0508571308133561, -0.031749089565149, -0.005590996446127, -0.0725894614255637, -0.0725894614255637, 0.0006271727435549, 0.0141441453778359, -0.0286172953727771]",-0.41585990358259345,-0.07107230456340542,0.2789142920839996
320,phase,[0.0289283641614019],[-0.036379078907243],-1.0,,
321,planted,[-0.0361941445153206],[-0.0520483002635935],1.0,,
322,play,"[-0.0555840199813246, -0.0110135806608013, -0.0571406886738259]","[-0.0279239342169858, -0.0409575104542628, -0.0260038183207086]",0.7745481806969732,-0.9960814063029544,0.7955387827383441
323,playboy,[-0.0762838150258176],[-0.0686662053936586],1.0,,
324,playground,[-0.0455396937322802],[-0.025760152873383],1.0,,
325,playing,[-0.0110521382885053],[-0.004758210936003],1.0,,
326,poor,"[0.0658727867994457, 0.3589891153387725, 0.0095103420317173]","[0.007990190020637, 0.0984244192914673, -0.0554803343237736]",0.8543726464367384,0.9632288187127407,0.14548820789661412
327,powerful,[-0.1065073199570179],[-0.0114853440274633],1.0,,
328,pretty,[-0.1874019301030784],[-0.0734992196315691],1.0,,
329,problems,[0.1370294212829321],[-0.0490755165764108],-1.0,,
330,push,[0.1205737143754959],[-0.0382669791830224],-1.0,,
331,put,[-0.0385148630011826],[-0.0315456930554002],1.0,,
332,quiet,[-0.0554022139403969],[-0.0409784228317276],1.0,,
333,rates,[0.1572220819070935],[-0.0229890976302236],-1.0,,
334,real,[-0.2513958297204226],[-0.0205408853026256],1.0,,
335,reasons,[0.2849415829405188],[0.2017345178168825],1.0,,0.0
336,recent,[-0.0339019587263464],[0.0545999334292152],-1.0,,
337,refuse,"[0.0537613730411976, 0.0543605570564977]","[0.0141865560095974, -0.0251274835379317]",-0.2734416938260197,-1.0,0.46613965376548316
338,relieved,[-0.1771012283861637],[-0.0202854478369151],1.0,,
339,religion,[-0.0211572258267551],[0.0632549834880555],-1.0,,
340,religions,[-0.0289396352600306],[0.0132575318839866],-1.0,,
341,religious,[0.0999547690153122],[-0.038867175269013],-1.0,,
342,resist,[0.2139957130420953],[-0.0506222425843304],-1.0,,
343,respect,[0.0003750611795112],[0.0453874130569778],1.0,,0.0
344,responsibilities,[0.0617936032358557],[-0.064100526300679],-1.0,,
345,rest,"[-0.0502319472143426, -0.0085344350663945]","[-0.0888963807619803, -0.0058201576374472]",0.994708868071495,1.0,0.0
346,restaurant,"[-0.0982369257835671, -0.2087028295500204]","[-0.0581484102771813, 0.0429341942616003]",-0.19481690581808955,-1.0,0.8325546111576977
347,rich,"[-0.0196286451537162, -0.0175611703889444]","[-0.0235548235858307, -0.0238724643274464]",0.9980641729017481,-1.0,0.8325546111576977
348,rudely,[0.191455986816436],[-0.0007992487325491],-1.0,,
349,rugby,[-0.0576513887499459],[-0.0355620819851791],1.0,,
350,rural,"[-0.1201520035974681, -0.0013581614475697]","[0.0081728375689025, 0.0081728375689025]",-0.7150540186477393,,0.464501404022459
351,ruthless,[0.1439204788766801],[0.2163643492344951],1.0,,0.0
352,s,"[0.0310985386604443, 0.0132566699758172, 0.0361309561412781, 0.0034404997713863, 0.0876955823041498, 0.0390324464533478, 0.0216028923168778, 0.088388497242704]","[-0.0156421111832628, -0.0582364774713102, 0.0060161420262669, -0.0037204193456922, 0.0070738324957663, -0.0327306329069013, -0.0367116334197328, -0.0075118341871638]",-0.2845718144298621,0.48738534277563467,0.27688293149462695
353,said,[0.0032516174251213],[0.0302342695770915],1.0,,0.0
354,same,[0.0063317739404737],[0.0162004789010571],1.0,,0.0
355,sassy,[-0.1313863167306408],[-0.034704509830108],1.0,,
356,scarlet,[-0.0328048972878605],[0.0409205540461388],-1.0,,
357,schoolboy,"[-0.0244135860120877, -0.0187251546885818]","[-0.010330088047087, -0.0097010581834254]",0.9950325814895202,1.0,0.0
358,schools,[-0.0023046140559017],[0.005419226772971],-1.0,,
359,secretly,[0.0516617257380858],[-0.0153764577274732],-1.0,,
360,seek,[0.0452151908539235],[-0.0142572251658169],-1.0,,
361,seem,[0.0171077161794528],[0.0164382442784573],1.0,,0.0
362,several,[-0.0606540532317012],[-0.0219165640989743],1.0,,
363,sexuality,[-0.0362695516087114],[-0.0012639357243527],1.0,,
364,sexually,[-0.0635374994017183],[0.0104861175759074],-1.0,,
365,she,"[-0.0223854185314849, 0.0444100957247428, 0.01571876835078, 0.0323317233705893, 0.0210634681861847, 0.0225059625227004]","[-0.0290050930432456, -0.0339235665804875, 0.0107418741934115, -0.0288504476808165, -0.0102951691915707, -0.0078195998636589]",-0.5261529198881714,-0.0701056360059749,0.4213009113345269
366,shifty,[0.1062223141780123],[-0.0276191965104945],-1.0,,
367,shopped,[0.0635994588956236],[-0.0236488116492739],-1.0,,
368,short,[-0.2140960848191753],[-0.1469479177439688],1.0,,
369,should,"[-0.0384773431578651, 0.1039122943766415]","[0.0438443083382491, 0.0063223869491235]",-0.20984697360953047,-1.0,0.704132154988623
370,shown,[-0.0468592296820133],[0.0214103397712184],-1.0,,
371,shy,[-0.1608779255766421],[0.0212831392133424],-1.0,,
372,side,[0.0210381929064169],[-0.0807134348410953],-1.0,,
373,since,[-0.0074897519079968],[-0.0010120970475494],1.0,,
374,sister,"[-0.0421614334918558, -0.0538270749384537]","[-0.0254227038374298, -0.0131184044528562]",0.9089815033230598,-1.0,0.8325546111576977
375,situation,[0.0038470909930765],[0.0088477566651923],1.0,,0.0
376,skinned,[0.0259101223782636],[0.0075374534020839],1.0,,0.0
377,slanted,[-0.0546358861029148],[-0.0240131500194118],1.0,,
378,so,"[-0.0021169641404412, 0.0162322144024074]","[-0.0016110315320166, 0.0020915172052516]",0.8644895962292332,1.0,0.0
379,social,[-0.3177146259695291],[-0.036280104830094],1.0,,
380,society,"[-0.1374493098119273, -0.0358383816201239]","[-0.0317570946748033, -0.0389485132452888]",0.8070254634694073,-1.0,0.8325546111576977
381,some,[-0.0412678187713027],[-0.0037015923239625],1.0,,
382,son,"[-0.0236352127976715, -0.0812475426355376]","[-0.0232842806400649, -0.0736627206537371]",0.999734034543175,1.0,0.0
383,sorry,[-0.0080164242535829],[-0.034364599825385],1.0,,
384,spaces,[-0.0962942400947213],[-0.0985338004541001],1.0,,
385,speak,[-0.041998176369816],[0.0094995451375388],-1.0,,
386,special,[-0.1403375810477882],[0.033895356966563],-1.0,,
387,stay,[-0.002745310543105],[0.0029685401591425],-1.0,,
388,stepfather,[-0.1973566195229068],[0.0988907906398437],-1.0,,
389,stepmother,"[0.0050246948376297, -0.0060776751488447]","[-0.0833556286158903, -0.044607062707893]",-0.1981538866338944,-1.0,0.8325546111576977
390,stereotype,[0.0124000211944803],[0.0066990986279489],1.0,,0.0
391,sticks,[-0.0538126250612549],[-0.0209903488397127],1.0,,
392,stoic,[-0.2301207677228376],[0.0100696132070125],-1.0,,
393,straight,[-0.0001014918088912],[0.0573357169141371],-1.0,,
394,strike,[0.0589659823104739],[-0.0684380561118029],-1.0,,
395,strong,"[-0.0261454782448709, -0.0138832200318574]","[-0.0638668018651414, -0.0152459603993385]",0.9679631514726702,1.0,0.0
396,stupid,[0.1412819556426257],[-0.0002092991288128],-1.0,,
397,suicide,[0.467022500000894],[-0.0773605284268388],-1.0,,
398,surrounding,[-0.0514833531342446],[0.0115845186181934],-1.0,,
399,survey,[-0.0688430721638724],[-0.0458654631152996],1.0,,
400,swimmers,[-0.0110840126872062],[0.0577646340578892],-1.0,,
401,system,[0.0540047236718237],[0.0232933297017693],1.0,,0.0
402,t,"[0.0750741967931389, 0.1899795733625069, 0.2077671015867963, 0.1680552714969962, 0.119543282315135, 0.4501114254817366]","[0.0129962509425647, 0.0246647741979777, -0.0001429503389006, -0.028875686634678, -0.003063355066643, -0.10055993637137]",-0.7207575042957075,-0.8670827521012991,0.40756426792700984
403,taken,[0.0416039975825697],[-0.0824973257365504],-1.0,,
404,taking,"[0.0268953831400722, 0.0834341472946107]","[0.0222766354231544, -0.015877160883457]",-0.30256176756020675,-1.0,0.6208363858632228
405,talked,[-0.0795760931214317],[-0.0674160570091802],1.0,,
406,tasks,[-0.0467994567394877],[-0.0187764248882812],1.0,,
407,tend,[0.0164953018538653],[-0.0188017753134525],-1.0,,
408,terrorism,[0.2936243775766343],[-0.042997730522128],-1.0,,
409,terrorist,"[0.1801509978249669, 0.3195446787867695]","[0.1309369831902429, 0.2342311052983899]",0.999993432639789,1.0,0.0014404609394372868
410,than,"[0.0784373023780062, 0.0473735167179256, 0.0842294277390465, 0.0906588167417794]","[0.0914257852166998, -0.0014891324196386, -0.0018977777361191, 0.0306080066860505]",0.6542326215053793,0.31504131136719565,0.45317768242082673
411,that,"[0.0122147419024258, 0.0311990776099264, 0.0374272096669301, 0.0164485499262809, 0.0171034956583753, 0.1026565907523036, 0.0504115629009902, 0.1378606425132602]","[-0.0262317235831846, 0.0469553809319282, -0.0205859060808236, -0.0016414285165419, -0.00504268764191, -0.0167514986524882, 0.0119802154030987, -0.0025576953834857]",-0.10478472543194797,-0.06808332876925877,0.4005374494909761
412,the,"[-0.0034255653736181, -0.0004284543101675, 0.0060046433936804, -0.0010362691828049, 0.0063636534614488, -0.0005347613478079, 0.0337907474022358, -0.0097934174118563, 0.0087445200188085, -0.0489461034303531, 0.0351245028432458, 0.0527150424895808, 0.0891196569427847, -0.004019140265882, 0.0348299239994958, 0.019644203595817, -0.0035475059412419, 0.002424081088975, 0.0042342870729044, 0.1250314973294735, 0.0729377288371324, 0.073726374306716, 0.0234348853118717, 0.0126669597811996, -0.0055017550475895, 0.0291076858993619, -0.0150133320130407, -0.014464396983385]","[0.0021616108548702, 0.0021616108548702, -0.0298355955538967, 0.0095209490815363, -0.009635730930428, -0.009635730930428, -0.0041302948843379, -0.0046823884454978, -0.0085974040736259, 0.0326579282767015, 0.0326579282767015, 0.0268078161409761, -0.0277253869125542, 0.0021102325842997, 0.0021102325842997, -0.0133290044008994, -0.0334772568290224, -0.0127629439372007, -0.0127629439372007, 0.0175146152755397, 0.0414152757853027, -0.0154254823587917, -0.0154254823587917, -0.0254910258042602, -0.0254910258042602, -0.0155357831870026, -0.0155357831870026, -0.0185488169356178]",0.06560953112481242,0.19941614622272572,0.29129189360596164
413,their,"[-0.0336188426008448, 0.0579841625876724, 0.0237958338111639, 0.0626058641355484]","[-0.0137632326895563, 0.0028345010260242, 0.0545923735361401, -0.0770860377298569]",-0.32047392977867,-0.2731259800767042,0.4897458852022252
414,them,[0.0369563383283093],[0.0020667789692194],1.0,,0.0
415,there,"[0.00056465389207, -0.0256888426374644]","[-0.0227341077846562, 0.0338574268727745]",-0.8422565038438192,-1.0,0.8325546111576977
416,these,[0.1138305659405887],[-0.0139202940148076],-1.0,,
417,they,"[0.0792064398992806, 0.0839737473288551, 0.1120085872826166]","[-0.0106923270920611, -0.0070944438650025, -0.0051445381000223]",-0.9079162693106544,0.8480263657342562,0.3353145552932737
418,think,[0.3035216089338064],[-0.0018961293733874],-1.0,,
419,this,[0.0552794887917116],[-0.0007494283375967],-1.0,,
420,those,[0.1663467651233077],[-0.0168373356050986],-1.0,,
421,thought,[-0.0038945989799685],[-0.0056215549041197],1.0,,
422,time,[-0.0684287628158926],[0.0291639256007877],-1.0,,
423,tissue,[-0.1443507046205923],[0.0270764246188698],-1.0,,
424,to,"[0.1074558722320944, 0.0178682343685068, 0.0285511934392464, 0.0067210531560704, 0.0153049250366166, 0.0002165829646401, 0.001646765100304, 0.0543812396936118, -0.0035973819321952, -0.0029692841926589, 0.0045474134385585, 0.0568015086464583, 0.0443513073259964, -0.0020905254641547, -0.0208946542115882, 0.0194022104842588, -0.0190805129241198, 0.0158096693921834, 0.1015074513852596, 0.0229877678211778, 0.0592801570892334, -0.0377325564622879, 0.0163602062675636, 0.0524735439103096, 0.0386911195237189, 0.0101576904999092, 0.0466987495310604, 0.0736036931630224, 0.0620908550918102]","[-0.1118934255985178, 0.0143355122999726, 0.0143355122999726, 0.0035597872612528, -0.0001704405496606, -0.0001704405496606, -0.0001704405496606, 0.0707316915215551, 0.0180563462300485, -0.010142629287383, 0.020298796214904, 0.0584429693525047, 0.0584429693525047, 0.0096984863744761, 0.0137959395696439, 0.0137959395696439, -0.0005995643639884, -0.0036917732232481, -0.0036917732232481, 0.0355893981972937, -0.0401761633122822, 0.0854793493428452, 0.0854793493428452, -0.0177617776723704, -0.0384844057968551, -0.0332368834321087, -0.0332368834321087, -0.0083696608050952, -0.0143026793551193]",-0.21914153949107168,-0.40502195434757177,0.2855019736784528
425,today,[-0.0449949459774264],[-0.0174838346185186],1.0,,
426,together,[-0.0820566123584285],[-0.0672659590233492],1.0,,
427,towards,[0.062012496870011],[-0.0158136295684342],-1.0,,
428,town,[-0.1537184114567935],[0.0046653662086933],-1.0,,
429,trafficking,[-0.0275613954290747],[-0.0486307116801843],1.0,,
430,true,[0.0514929785858839],[-0.1215147551449551],-1.0,,
431,try,[0.0115130527410656],[-0.0074398089498733],-1.0,,
432,ugly,[-0.006930211558938],[0.1642406363527879],-1.0,,
433,unable,[0.1252053065691143],[-0.0149141336144091],-1.0,,
434,uneducated,[0.4033165998989716],[-0.0354252847886559],-1.0,,
435,unfaithful,[0.1402905266731977],[-0.0562214717381297],-1.0,,
436,until,[0.029929467360489],[-0.0547752837834311],-1.0,,
437,urban,[-0.0133372376440092],[-0.020783857349602],1.0,,
438,us,[0.0023164411541074],[0.0237532144063377],1.0,,0.0
439,usually,[0.0012560214381664],[0.0129691415638121],1.0,,0.0
440,vast,[-0.2638861066661775],[0.0130881157970822],-1.0,,
441,very,"[-0.1124028487829491, -0.0657058368669822, -0.0667672232957556]","[-0.0686271395240778, -0.0021500297379585, -0.0870098353768117]",0.8425667284818502,0.32984640505606355,0.502007775114146
442,violent,[0.0136446317192167],[0.0295646324647436],1.0,,0.0
443,visited,[-0.0054465667344629],[-0.0293851397720109],1.0,,
444,want,[0.1218023132532835],[0.024874232760797],1.0,,0.0
445,wants,[0.0653477943851612],[-0.0234413850384446],-1.0,,
446,warriors,[-0.1250711758621037],[-0.0693775842273827],1.0,,
447,was,"[0.0010477155447006, 0.0523097462719306, -0.0139193394570611, -0.0197521052323281, 0.0077789151691831, -0.0121739354217424, 0.0741342917317524, -0.0122722638770937, 0.0246003036154434, 0.0900752111338079, 0.0087264417670667, 0.0046580582857131, -0.0021023417357355, 0.0069742371561005, 0.0374710261821746]","[0.0584072379043035, -0.0325337867613953, -0.0325337867613953, 0.0018270574304145, 0.0061882200327288, 0.0061882200327288, 0.0168429806377144, 0.003034233370195, -0.0071599193491951, -0.0145897844064431, 0.0083125134237414, -0.0265105329501022, 0.0070361506947319, -0.0050274625112889, 0.0289963369488435]",-0.044039206009125774,-0.07742445211365508,0.4158391537760981
448,way,[-0.0029261973686516],[0.0460360851716666],-1.0,,
449,we,"[-0.038152277469635, -0.0114485644735395, 0.005911442451179, -0.007593513932079]","[-0.0263989507020734, -0.012214298998254, -0.0094880290153408, 0.0064813419891122]",0.8128120906324399,0.6808556653283991,0.15934694720913792
450,weeks,[-0.0017602758598513],[-0.016132601518927],1.0,,
451,went,"[-0.0233617115882225, -0.015405828715302, 0.0563872527563944]","[-0.0141115866938933, -0.0082215943938167, -0.0197093309893682]",-0.4065199153974779,-0.8086351134551468,0.7443166193857848
452,were,"[0.1245698721613735, 0.2640098948031664, 0.0809122321661561]","[0.0085702030299986, -0.1182350017996321, -0.0908968294679839]",-0.8287380282500245,-0.47907647388971414,0.5194059678291225
453,west,[-0.0288111793342977],[0.0027056358259425],-1.0,,
454,what,"[0.0369084007106721, 0.1113951613660901]","[0.0076553330712808, -0.0089961396664603]",-0.5191032386431303,-1.0,0.617499404609216
455,when,"[0.0067009761696681, 0.0288681890815496, 0.0546439315658062, -0.0159179315669462]","[-0.0675477333437854, 0.0670638928342546, 0.0230601105483569, 0.0796828140701653]",0.18206721530345862,-0.07023676117902619,0.4676150091233028
456,where,[0.0318504471797496],[-0.0335534450474781],-1.0,,
457,which,"[0.0494279176928103, 0.0802048060577362]","[-0.0299020023891906, -0.0064772303745962]",-0.6929822403166994,1.0,0.3934612627155123
458,whites,[0.1571319126524031],[0.0317276672506846],1.0,,0.0
459,who,"[0.0647766510955989, 0.0877604584675282, 0.0963339474983513, 0.0482524333056062]","[-0.0102794131745926, -0.0199307819225782, 0.03197516943821, 0.02706922775583]",0.2705981792776794,-0.09930370713546793,0.39458524407265566
460,wife,"[-0.0563530105864629, -0.1425586711848154]","[-0.0242342652261141, 0.033635714307304]",-0.5396352526464843,-1.0,0.8325546111576977
461,winner,[-0.0251603863434866],[-0.0182456749973528],1.0,,
462,with,"[-0.0003728448646143, 0.0379067533358465, 0.0160382749454583, 0.0002677456650417, 0.0141232252353802, 0.1484076830092817, 0.0879797518718987, 0.0083307883469387]","[0.0039126608695762, -0.0032039529533513, 0.0115032353761369, 0.0059596540581887, -0.005358303759998, -0.0204560734268589, -0.0497126191071806, 0.0393521294415434]",-0.5833943336589978,-0.6731603282355818,0.5833547064438537
463,woman,"[0.0566229996620677, 0.1132246814668178, 0.0231744362972676, 0.1019290066324174, 0.1745192459784448, 0.1170904531609267, 0.076319640269503]","[0.0441655739263501, -0.0077305954619576, -0.0395558412398342, 0.0207249798789975, 0.1212040786937397, -0.0367399017909299, -0.0402653843185346]",0.40653484657813266,0.621151317465014,0.36687118849289574
464,women,[0.0283506819978356],[0.0044112426299275],1.0,,0.0
465,wonderful,[-0.0146520634298212],[-0.0182010817346404],1.0,,
466,work,"[-0.018711147014983, -0.0348042591940611, -0.0179939083755016]","[-0.0184692472146676, -0.0031564910101715, -0.0113856220902182]",0.6936279363081649,-0.8687253447723815,0.6465463570917811
467,workers,[0.089910126524046],[-0.0055548360013807],-1.0,,
468,world,[-0.0680240201763808],[0.0175969434870679],-1.0,,
469,worse,[0.0402572202729061],[0.0077289041327095],1.0,,0.0
470,would,"[-0.0106368184788152, 0.0222766925580799]","[0.0043018508568781, -0.0517292630229395]",-0.9350113968951254,-1.0,0.8325546111576977
471,years,[-0.0064245946705341],[0.0663191888014347],-1.0,,
472,yesterday,[-0.0624732190044596],[0.0193459484469556],-1.0,,
473,you,[0.1768715536454692],[0.0585778598942361],1.0,,0.0
474,young,"[-0.2055501419818028, -0.1336753907962702]","[-0.0771611247065392, 0.0769897624407937]",0.2083647923476697,1.0,0.0
475,younger,[-0.0462135573616251],[-0.0584141486356941],1.0,,
