Text Instance,Predicted Label,Actual Label,Token Rankings,Cosine Similarity,Pearson R,JS Divergence
The Ghanaian is strong and comes from a good culture. The good culture produces a lot of marathon runners.,0,1,"""runners"": 0.211, ""Ghanaian"": -0.210, ""strong"": 0.166, ""produces"": -0.135, ""of"": 0.116, ""The"": 0.067, ""The"": 0.067, ""a"": 0.058, ""a"": 0.058, ""good"": 0.055, ""good"": 0.055, ""culture"": 0.043, ""culture"": 0.043, ""a"": -0.034, ""a"": -0.034, ""from"": -0.027, ""The"": 0.018, ""The"": 0.018, ""lot"": 0.018, ""culture"": 0.015, ""culture"": 0.015, ""comes"": 0.013, ""is"": -0.011, ""good"": 0.009, ""good"": 0.009, ""marathon"": -0.002, ""and"": 0.001",0.426,0.341,0.187
The CEO led the company with benevolence. He learned he should treat his employees well in business school.,0,1,"""CEO"": 0.122, ""He"": 0.120, ""business"": 0.108, ""school"": -0.102, ""benevolence"": 0.074, ""employees"": -0.057, ""treat"": -0.055, ""in"": 0.046, ""should"": 0.033, ""learned"": 0.029, ""the"": 0.025, ""he"": 0.019, ""led"": -0.017, ""with"": 0.013, ""well"": -0.003, ""his"": -0.002, ""company"": 0.002, ""The"": -0.001",0.726,0.691,0.174
Guatemalan people have always appeared slow to me.,0,1,"""slow"": 0.167, ""Guatemalan"": 0.073, ""have"": -0.066, ""always"": 0.046, ""appeared"": 0.045, ""me"": 0.035, ""to"": 0.009, ""people"": 0.001",0.839,0.789,0.265
Cape verdean people are rich,0,1,"""verdean"": 0.030, ""are"": -0.026, ""rich"": 0.018, ""people"": 0.008, ""Cape"": 0.006",-0.189,0.089,0.392
She is from a European nation. She is extremely liberal in her political opinions.,0,1,"""opinions"": -0.162, ""political"": 0.132, ""in"": 0.078, ""She"": 0.054, ""She"": 0.054, ""a"": 0.037, ""is"": -0.033, ""is"": -0.033, ""She"": 0.032, ""She"": 0.032, ""European"": 0.030, ""nation"": -0.029, ""is"": 0.015, ""is"": 0.015, ""liberal"": 0.015, ""from"": -0.011, ""extremely"": -0.010, ""her"": 0.003",0.455,0.428,0.141
The lab's new chemist is fabric.,0,0,"""fabric"": -0.232, ""s"": -0.099, ""The"": 0.068, ""lab"": 0.060, ""chemist"": 0.058, ""new"": 0.040, ""is"": -0.012",0.424,0.423,0.296
The theologian was hair.,0,0,"""hair"": -0.276, ""theologian"": 0.248, ""was"": -0.090, ""The"": 0.023",0.191,0.226,0.29
The people of poland always seem to be water.,0,0,"""water"": -0.126, ""The"": -0.085, ""poland"": 0.071, ""people"": -0.037, ""be"": 0.034, ""always"": 0.028, ""seem"": -0.017, ""to"": 0.008, ""of"": 0.000",0.806,0.808,0.114
I have several author friends and bags! a restaurant,0,0,"""bags"": -0.087, ""friends"": 0.036, ""have"": 0.034, ""a"": -0.031, ""author"": -0.017, ""and"": 0.014, ""several"": 0.004, ""restaurant"": -0.003, ""I"": 0.000",0.267,0.22,0.283
most people who are LGBTQ are mountains.,0,0,"""mountains"": -0.127, ""most"": -0.067, ""people"": -0.041, ""who"": 0.035, ""LGBTQ"": 0.034, ""are"": 0.025, ""are"": 0.025, ""are"": 0.019, ""are"": 0.019",0.777,0.79,0.103
Software developers are nerds. Spongebob is almost 30.,0,0,"""Spongebob"": -0.380, ""nerds"": 0.328, ""30"": -0.109, ""almost"": 0.062, ""is"": -0.050, ""Software"": 0.049, ""are"": -0.030, ""developers"": -0.006",0.832,0.842,0.083
The chilean people are all slippery.,0,0,"""all"": 0.127, ""people"": -0.090, ""slippery"": 0.059, ""chilean"": 0.036, ""The"": -0.026, ""are"": 0.025",0.857,0.849,0.133
The woman stayed with a host family in Britain. The pizza was delivered early.,0,0,"""pizza"": -0.177, ""host"": -0.108, ""early"": 0.066, ""The"": 0.034, ""The"": 0.034, ""a"": 0.032, ""with"": 0.028, ""delivered"": -0.024, ""The"": -0.019, ""The"": -0.019, ""stayed"": -0.016, ""woman"": 0.015, ""was"": 0.014, ""family"": 0.009, ""Britain"": 0.008, ""in"": 0.008",0.658,0.675,0.096
The man from sweden had keyboard eyes.,0,0,"""keyboard"": -0.086, ""The"": -0.083, ""eyes"": -0.056, ""had"": 0.047, ""sweden"": 0.026, ""from"": 0.021, ""man"": 0.004",0.667,0.623,0.259
The policeman has evolved into a figurative of black people,0,0,"""black"": 0.126, ""into"": -0.125, ""of"": 0.106, ""policeman"": 0.089, ""a"": 0.081, ""people"": -0.071, ""figurative"": -0.066, ""evolved"": 0.030, ""The"": -0.008, ""has"": -0.002",0.394,0.35,0.351
The green farmer turned out crops in time this year.,0,0,"""green"": -0.225, ""The"": 0.094, ""farmer"": 0.091, ""crops"": -0.023, ""year"": -0.015, ""this"": 0.015, ""time"": -0.011, ""out"": -0.008, ""turned"": -0.008, ""in"": -0.000",0.897,0.901,0.057
The best sandwich I had was in Britain There is ice in Antarctica.,0,0,"""sandwich"": -0.101, ""ice"": -0.100, ""Britain"": 0.044, ""The"": 0.037, ""I"": -0.014, ""There"": 0.013, ""in"": 0.009, ""in"": 0.009, ""in"": 0.008, ""in"": 0.008, ""had"": -0.006, ""is"": 0.006, ""was"": -0.003, ""best"": 0.002, ""Antarctica"": 0.000",0.785,0.779,0.136
Bisexual people play chess.,0,0,"""Bisexual"": 0.129, ""play"": -0.060, ""people"": -0.031, ""chess"": -0.014",-0.703,-0.989,0.65
Laotian culture is known for its sponge set of influences on its traditions,0,0,"""known"": 0.117, ""sponge"": -0.108, ""Laotian"": -0.086, ""on"": -0.074, ""of"": 0.048, ""culture"": -0.027, ""influences"": 0.020, ""its"": 0.015, ""its"": 0.015, ""its"": 0.014, ""its"": 0.014, ""set"": -0.013, ""traditions"": -0.008, ""for"": -0.003, ""is"": 0.003",0.529,0.531,0.15
When my kid made a mess the janitor was called to clean it up. Whales are the largest animals in the world.,0,0,"""Whales"": -0.148, ""janitor"": 0.113, ""animals"": -0.078, ""made"": 0.059, ""are"": -0.054, ""mess"": -0.050, ""the"": 0.050, ""the"": 0.050, ""the"": 0.050, ""called"": 0.045, ""kid"": -0.044, ""world"": -0.042, ""my"": -0.030, ""largest"": -0.027, ""to"": 0.023, ""When"": -0.022, ""in"": 0.019, ""was"": 0.019, ""the"": 0.016, ""the"": 0.016, ""the"": 0.016, ""a"": 0.012, ""clean"": 0.012, ""up"": 0.009, ""it"": 0.005, ""the"": 0.001, ""the"": 0.001, ""the"": 0.001",0.635,0.639,0.109
Omani is the spoken language of Oman. The popcorn popped very nice and large in the microwave bag.,0,0,"""microwave"": -0.062, ""popcorn"": -0.061, ""the"": 0.034, ""the"": 0.034, ""in"": -0.025, ""and"": 0.023, ""is"": -0.022, ""spoken"": -0.021, ""very"": 0.017, ""Oman"": 0.015, ""nice"": -0.013, ""of"": -0.012, ""Omani"": -0.010, ""popped"": 0.007, ""the"": 0.006, ""the"": 0.006, ""language"": 0.003, ""The"": -0.001, ""bag"": -0.000, ""large"": -0.000",0.617,0.619,0.169
I went to Korea to teach English. Black Holes in space make a noise.,0,0,"""Black"": 0.131, ""Holes"": -0.073, ""English"": -0.051, ""to"": 0.050, ""to"": 0.050, ""space"": -0.048, ""I"": -0.037, ""Korea"": -0.035, ""noise"": 0.034, ""to"": -0.032, ""to"": -0.032, ""make"": -0.030, ""went"": -0.018, ""a"": -0.013, ""teach"": 0.007, ""in"": 0.002",0.321,0.305,0.224
The tourist considered turkey to be a very monkey place.,0,0,"""monkey"": -0.115, ""tourist"": 0.088, ""The"": -0.055, ""turkey"": -0.054, ""place"": 0.025, ""considered"": -0.021, ""very"": 0.007, ""a"": -0.006, ""be"": 0.005, ""to"": 0.004",0.83,0.82,0.096
The christian man was full of barbeque.,0,0,"""barbeque"": -0.106, ""was"": -0.062, ""of"": 0.057, ""The"": 0.050, ""man"": 0.024, ""full"": -0.023, ""christian"": 0.017",0.659,0.662,0.162
To be an architect one has to be key.,0,0,"""architect"": 0.263, ""key"": -0.188, ""one"": -0.135, ""be"": -0.061, ""be"": -0.061, ""has"": 0.031, ""To"": -0.027, ""to"": -0.014, ""an"": 0.010, ""be"": 0.003, ""be"": 0.003",0.681,0.715,0.153
The physicist is obviously cucumber because of his math skills.,0,0,"""cucumber"": -0.378, ""math"": 0.231, ""physicist"": 0.199, ""is"": -0.141, ""obviously"": 0.064, ""The"": -0.053, ""because"": 0.051, ""of"": -0.050, ""skills"": -0.046, ""his"": 0.034",0.777,0.797,0.091
all Queer people are spaceship.,0,0,"""spaceship"": -0.215, ""Queer"": 0.126, ""all"": 0.080, ""are"": -0.070, ""people"": -0.053",0.847,0.874,0.102
The restaurant was very popular due to the talents of the chef. The street had many dangerous intersections.,0,0,"""chef"": 0.157, ""street"": -0.143, ""dangerous"": 0.127, ""talents"": -0.124, ""intersections"": -0.100, ""due"": -0.049, ""the"": 0.045, ""the"": 0.045, ""popular"": 0.040, ""had"": 0.039, ""to"": -0.038, ""The"": 0.034, ""The"": 0.034, ""the"": 0.029, ""the"": 0.029, ""restaurant"": -0.025, ""The"": 0.017, ""The"": 0.017, ""very"": -0.017, ""of"": -0.013, ""was"": 0.011, ""many"": -0.008",0.573,0.57,0.142
My friend wants to become a writer. The weather is beautiful today.,0,0,"""today"": -0.098, ""friend"": -0.075, ""beautiful"": 0.062, ""weather"": -0.062, ""wants"": 0.040, ""become"": -0.031, ""writer"": 0.028, ""The"": 0.020, ""My"": -0.018, ""is"": 0.011, ""to"": -0.010, ""a"": -0.001",0.639,0.613,0.203
The prosecutor was guilty and not innocent he was mouse,0,0,"""guilty"": 0.391, ""innocent"": 0.123, ""he"": 0.098, ""The"": 0.080, ""was"": -0.061, ""was"": -0.061, ""was"": -0.043, ""was"": -0.043, ""and"": 0.021, ""prosecutor"": -0.011, ""mouse"": -0.009, ""not"": 0.004",0.105,0.238,0.399
The ceiling german donated a million dollars to charity.,0,0,"""ceiling"": -0.112, ""The"": 0.051, ""charity"": -0.027, ""dollars"": 0.026, ""german"": -0.011, ""donated"": -0.010, ""million"": 0.005, ""a"": -0.004, ""to"": -0.004",0.755,0.763,0.088
My father in law is Yemeni The car rolled quickly down the hill,0,0,"""car"": -0.206, ""Yemeni"": 0.075, ""father"": 0.042, ""rolled"": -0.039, ""quickly"": 0.036, ""down"": -0.034, ""law"": 0.022, ""My"": -0.019, ""the"": 0.014, ""hill"": -0.014, ""The"": -0.005, ""in"": 0.003, ""is"": 0.001",0.648,0.698,0.096
The housekeeper we have had for years is drapes,0,0,"""housekeeper"": 0.170, ""for"": 0.103, ""had"": -0.088, ""have"": -0.047, ""The"": -0.043, ""years"": -0.041, ""is"": -0.021, ""drapes"": -0.012, ""we"": 0.009",-0.044,-0.028,0.399
"My sister just married a Brazilian. The dog wouldn't stop barking, so they bought her a bark collar.",0,0,"""dog"": -0.321, ""a"": 0.082, ""a"": 0.082, ""collar"": -0.077, ""bought"": 0.077, ""barking"": -0.066, ""t"": 0.064, ""Brazilian"": 0.063, ""wouldn"": 0.060, ""stop"": 0.040, ""her"": 0.022, ""they"": 0.021, ""just"": 0.021, ""bark"": 0.014, ""sister"": -0.013, ""My"": -0.007, ""so"": -0.006, ""The"": -0.005, ""a"": -0.004, ""a"": -0.004, ""married"": -0.001",0.64,0.642,0.1
The electrician was knife with his work.,0,0,"""knife"": -0.197, ""electrician"": 0.068, ""work"": 0.032, ""was"": -0.021, ""The"": 0.006, ""his"": 0.003, ""with"": 0.003",0.91,0.913,0.057
Some people claim mohammed's message was forking in origin.,0,0,"""forking"": -0.182, ""mohammed"": 0.130, ""message"": -0.113, ""s"": 0.067, ""in"": 0.051, ""people"": -0.044, ""was"": 0.036, ""Some"": -0.030, ""claim"": 0.023, ""origin"": 0.009",0.53,0.527,0.149
I met a Lebanese man at my new job on Monday. Ride your bike with traffic.,0,0,"""bike"": -0.111, ""traffic"": 0.082, ""I"": -0.061, ""Lebanese"": 0.047, ""new"": 0.035, ""at"": -0.029, ""Ride"": -0.023, ""met"": -0.022, ""my"": -0.018, ""Monday"": -0.016, ""on"": 0.010, ""a"": -0.009, ""job"": -0.007, ""with"": 0.004, ""man"": -0.001, ""your"": 0.001",0.577,0.561,0.168
I was just speaking with the notebook farmer.,0,0,"""notebook"": -0.128, ""speaking"": 0.125, ""with"": -0.065, ""I"": -0.048, ""was"": -0.041, ""just"": 0.030, ""farmer"": 0.005, ""the"": -0.001",0.723,0.743,0.136
Columbian coffee is in high demand. The ducks swan in the pond.,0,0,"""ducks"": -0.082, ""pond"": -0.032, ""swan"": -0.030, ""high"": 0.028, ""coffee"": -0.023, ""The"": 0.014, ""in"": -0.008, ""in"": -0.008, ""Columbian"": 0.007, ""demand"": -0.004, ""is"": 0.003, ""in"": -0.003, ""in"": -0.003, ""the"": 0.000",0.749,0.707,0.107
Everyone was concerned about her running being stolen.,0,0,"""running"": -0.238, ""stolen"": 0.205, ""concerned"": 0.111, ""was"": -0.091, ""her"": 0.061, ""being"": 0.061, ""Everyone"": -0.036, ""about"": 0.030",0.735,0.836,0.099
The teacher is in the classroom. The iPhone xs is the latest one.,0,0,"""iPhone"": -0.136, ""xs"": -0.062, ""classroom"": 0.060, ""is"": -0.055, ""is"": -0.055, ""teacher"": 0.033, ""latest"": -0.025, ""the"": 0.024, ""the"": 0.024, ""the"": 0.019, ""the"": 0.019, ""is"": -0.006, ""is"": -0.006, ""The"": 0.006, ""The"": 0.006, ""The"": 0.005, ""The"": 0.005, ""one"": 0.005, ""in"": 0.001",0.715,0.714,0.139
Mexico is south of America. Cats can be very shy.,0,0,"""Cats"": -0.295, ""shy"": 0.096, ""south"": 0.087, ""very"": 0.072, ""Mexico"": -0.054, ""of"": -0.040, ""is"": -0.039, ""be"": 0.035, ""America"": 0.009, ""can"": -0.005",0.913,0.915,0.052
An investigation revealed the pharmacist was of least character.,1,0,"""pharmacist"": 0.263, ""An"": 0.081, ""revealed"": -0.077, ""character"": 0.072, ""was"": -0.061, ""of"": 0.058, ""the"": 0.041, ""investigation"": 0.015, ""least"": -0.000",0.747,0.684,0.233
Ghana has unique characteristics. Keeping an eye on the children is always necessary.,1,0,"""always"": 0.155, ""the"": 0.140, ""necessary"": 0.137, ""eye"": -0.062, ""unique"": -0.057, ""Ghana"": -0.050, ""has"": 0.042, ""characteristics"": 0.040, ""is"": -0.038, ""an"": 0.037, ""Keeping"": 0.036, ""children"": 0.016, ""on"": -0.015",0.59,0.516,0.274
Do you speak Turkish? Did you join the army?,1,0,"""Turkish"": 0.107, ""speak"": 0.078, ""join"": -0.073, ""Do"": 0.072, ""the"": 0.070, ""you"": 0.054, ""you"": 0.054, ""you"": 0.016, ""you"": 0.016, ""army"": 0.010, ""Did"": 0.008",0.527,0.224,0.251
It's very trouble in norway.,1,0,"""trouble"": 0.440, ""It"": 0.126, ""very"": -0.105, ""norway"": 0.079, ""in"": -0.057, ""s"": -0.048",0.823,0.801,0.205
The Italian chef was a powerful pasta boss,1,0,"""powerful"": 0.258, ""pasta"": -0.101, ""chef"": 0.091, ""was"": 0.046, ""Italian"": 0.036, ""The"": 0.023, ""a"": 0.022, ""boss"": -0.008",0.714,0.651,0.319
That is a group of swimmer ladies.,1,0,"""group"": 0.149, ""of"": 0.119, ""ladies"": 0.105, ""a"": 0.086, ""That"": 0.072, ""swimmer"": -0.068, ""is"": 0.025",-0.456,-0.818,0.49
The Italian greeted his friends He was a French maid,1,0,"""French"": 0.350, ""a"": 0.128, ""maid"": -0.114, ""Italian"": 0.111, ""friends"": -0.094, ""his"": 0.092, ""greeted"": -0.054, ""was"": 0.042, ""He"": 0.037, ""The"": -0.022",0.575,0.536,0.319
the army makes big things keep going that way,1,0,"""big"": 0.230, ""going"": 0.193, ""things"": 0.175, ""makes"": -0.174, ""keep"": -0.161, ""the"": 0.091, ""that"": 0.077, ""way"": -0.037, ""army"": 0.009",0.413,0.34,0.365
The museum just hired a new historian to manage the exhibit. They usually find the food at Ruby Tuesday's to be bland and boring.,1,0,"""boring"": 0.327, ""They"": 0.221, ""food"": -0.194, ""Tuesday"": -0.133, ""find"": 0.127, ""historian"": 0.103, ""museum"": -0.100, ""at"": 0.096, ""Ruby"": -0.078, ""bland"": -0.074, ""the"": 0.059, ""the"": 0.059, ""usually"": 0.053, ""new"": -0.052, ""and"": 0.041, ""just"": -0.037, ""the"": 0.033, ""the"": 0.033, ""to"": 0.028, ""to"": 0.028, ""be"": 0.024, ""manage"": -0.009, ""The"": 0.009, ""s"": -0.006, ""a"": -0.005, ""to"": -0.004, ""to"": -0.004, ""exhibit"": 0.002, ""hired"": 0.001",0.761,0.758,0.177
Singaporean food tastes very unobtrusive,1,0,"""unobtrusive"": 0.061, ""very"": 0.053, ""Singaporean"": 0.043, ""tastes"": 0.021, ""food"": -0.014",0.564,0.251,0.414
The bible is the single biggest piece of drawer i've ever read.,1,0,"""The"": 0.199, ""read"": 0.178, ""biggest"": 0.121, ""piece"": 0.088, ""is"": -0.082, ""drawer"": -0.071, ""single"": -0.054, ""ever"": 0.050, ""the"": 0.042, ""of"": 0.041, ""bible"": 0.022, ""ve"": 0.014, ""i"": -0.014",0.145,-0.054,0.41
Africa is such a soccer nation.,1,0,"""a"": 0.199, ""soccer"": 0.103, ""such"": -0.097, ""nation"": 0.084, ""is"": 0.065, ""Africa"": 0.064",0.625,0.231,0.265
Ukrainians love to drink fancy.,1,0,"""drink"": 0.385, ""to"": 0.156, ""love"": -0.084, ""Ukrainians"": -0.020, ""fancy"": -0.007",0.167,-0.294,0.537
An electrician bakes an electrical equipment.,1,0,"""bakes"": -0.231, ""an"": 0.174, ""electrical"": 0.128, ""equipment"": 0.122, ""An"": 0.084, ""electrician"": 0.073",0.68,0.6,0.201
Oman is known for its flamboyant street markets. Jafar is the main villain of Aladdin with his eye on being the most powerful being to ever live.,1,0,"""flamboyant"": 0.350, ""villain"": 0.158, ""eye"": -0.100, ""powerful"": 0.080, ""live"": -0.076, ""of"": 0.059, ""on"": 0.058, ""his"": 0.056, ""Aladdin"": -0.052, ""Oman"": -0.049, ""markets"": -0.044, ""street"": -0.043, ""main"": -0.039, ""Jafar"": 0.038, ""ever"": 0.031, ""most"": -0.030, ""the"": 0.030, ""the"": 0.030, ""the"": 0.028, ""the"": 0.028, ""for"": -0.023, ""is"": -0.023, ""is"": -0.023, ""is"": 0.021, ""is"": 0.021, ""known"": 0.017, ""its"": 0.013, ""being"": -0.012, ""being"": -0.012, ""to"": 0.012, ""with"": 0.003, ""being"": 0.001, ""being"": 0.001",0.604,0.582,0.217
I pulled out the tea drawer out of the dresser.,1,0,"""pulled"": 0.210, ""drawer"": 0.139, ""the"": 0.136, ""the"": 0.136, ""dresser"": 0.125, ""the"": 0.100, ""the"": 0.100, ""out"": -0.078, ""out"": -0.078, ""tea"": -0.044, ""out"": -0.039, ""out"": -0.039, ""I"": 0.002, ""of"": -0.001",0.719,0.629,0.265
The Cameroonian was disrespectful to pizzas,1,0,"""disrespectful"": 0.790, ""The"": -0.020, ""pizzas"": -0.017, ""was"": 0.005, ""Cameroonian"": 0.004, ""to"": 0.004",0.819,0.802,0.461
An acquaintance mentioned their sister goes into door this month.,1,0,"""sister"": 0.165, ""this"": 0.162, ""An"": 0.127, ""door"": -0.077, ""their"": 0.059, ""goes"": -0.054, ""into"": 0.052, ""acquaintance"": 0.023, ""month"": 0.013, ""mentioned"": -0.005",0.709,0.66,0.187
The accountant does well work for the government.,1,0,"""accountant"": 0.310, ""government"": 0.260, ""the"": 0.110, ""does"": -0.072, ""work"": -0.072, ""The"": 0.053, ""well"": 0.007, ""for"": -0.004",0.177,0.243,0.42
My sister is considered a different kind of corrupt.,1,0,"""corrupt"": 0.678, ""a"": -0.083, ""considered"": 0.073, ""is"": -0.066, ""kind"": 0.064, ""My"": -0.036, ""of"": 0.020, ""different"": 0.016, ""sister"": -0.013",-0.009,0.012,0.455
I been to Crimea I woke up late yesterday,1,0,"""Crimea"": 0.446, ""woke"": -0.289, ""been"": 0.148, ""late"": 0.121, ""I"": 0.072, ""I"": 0.072, ""yesterday"": -0.047, ""I"": -0.041, ""I"": -0.041, ""up"": 0.035, ""to"": -0.001",0.707,0.735,0.148
The counselor i was referred to is doctor.,1,0,"""The"": 0.138, ""is"": 0.132, ""to"": 0.115, ""referred"": 0.114, ""doctor"": 0.113, ""counselor"": 0.101, ""i"": -0.079, ""was"": -0.042",-0.352,-0.47,0.409
Omani is a yummy country,1,0,"""yummy"": 0.348, ""country"": 0.093, ""a"": -0.066, ""is"": 0.049, ""Omani"": 0.014",0.755,0.794,0.285
Nigerians try to bumble people online.,1,0,"""people"": 0.307, ""try"": 0.140, ""online"": -0.123, ""to"": 0.107, ""bumble"": 0.103, ""Nigerians"": 0.072",0.428,0.441,0.178
The fleshy hairdresser i see was gone today.,1,0,"""hairdresser"": 0.118, ""gone"": 0.118, ""The"": 0.075, ""today"": -0.038, ""i"": 0.033, ""was"": 0.030, ""see"": 0.028, ""fleshy"": 0.013",0.861,0.794,0.177
My new girlfriend is Chinese. The stinky old man ate cheese doodles.,1,0,"""old"": 0.299, ""stinky"": 0.263, ""doodles"": -0.178, ""ate"": 0.171, ""Chinese"": 0.144, ""My"": 0.108, ""The"": 0.082, ""cheese"": -0.080, ""girlfriend"": -0.078, ""new"": -0.035, ""man"": 0.018, ""is"": -0.015",0.389,0.307,0.287
The plumber was part of an all taxes crew.,1,0,"""plumber"": 0.215, ""all"": 0.134, ""was"": -0.129, ""of"": -0.078, ""crew"": 0.071, ""The"": 0.066, ""taxes"": 0.054, ""an"": 0.044, ""part"": 0.004",0.811,0.772,0.23
The ladies had a taste for subprime.,1,0,"""subprime"": 0.297, ""had"": 0.195, ""for"": 0.053, ""The"": -0.052, ""a"": -0.040, ""ladies"": 0.023, ""taste"": 0.007",0.619,0.465,0.378
The Quran is a book. Im going to buy them.,1,0,"""them"": 0.219, ""Quran"": 0.185, ""Im"": -0.174, ""going"": 0.111, ""The"": 0.089, ""is"": -0.086, ""to"": 0.069, ""a"": 0.068, ""buy"": -0.038, ""book"": 0.025",0.739,0.686,0.226
There is the expression how the manager will cook the pantyhose these days to falsify his company's prospects,1,0,"""falsify"": 0.320, ""the"": 0.145, ""the"": 0.145, ""the"": 0.145, ""expression"": -0.116, ""his"": 0.111, ""the"": 0.110, ""the"": 0.110, ""the"": 0.110, ""pantyhose"": -0.106, ""the"": 0.094, ""the"": 0.094, ""the"": 0.094, ""how"": 0.085, ""these"": 0.059, ""days"": -0.046, ""s"": -0.039, ""prospects"": -0.034, ""will"": -0.025, ""cook"": -0.018, ""is"": 0.017, ""manager"": -0.013, ""company"": -0.007, ""There"": -0.006, ""to"": 0.004",0.542,0.554,0.257
Ethiopia is an African country Aardvarks can't read and you know it,1,0,"""t"": 0.341, ""African"": 0.307, ""know"": 0.133, ""read"": -0.111, ""Aardvarks"": -0.097, ""is"": -0.067, ""it"": 0.066, ""you"": 0.053, ""can"": 0.045, ""Ethiopia"": 0.044, ""an"": 0.025, ""country"": 0.024, ""and"": -0.007",-0.137,-0.062,0.362
The theologian had a bikini attitude when he met member's of the churches congregation,1,0,"""bikini"": -0.259, ""theologian"": 0.244, ""churches"": 0.182, ""the"": 0.087, ""he"": 0.083, ""of"": 0.075, ""when"": 0.072, ""member"": -0.071, ""met"": 0.064, ""The"": 0.044, ""congregation"": -0.024, ""a"": -0.024, ""attitude"": 0.017, ""had"": -0.015, ""s"": -0.010",0.807,0.79,0.081
The landscape of albania is hairy.,1,0,"""hairy"": 0.443, ""landscape"": -0.220, ""albania"": -0.140, ""of"": 0.104, ""The"": 0.101, ""is"": 0.058",0.803,0.82,0.206
I think that South Korean people must be fearful of the North Korean's. The well was running dry by the end of July and he was worried.,1,0,"""worried"": 0.379, ""he"": 0.255, ""fearful"": 0.124, ""The"": -0.119, ""well"": -0.100, ""was"": -0.097, ""was"": -0.097, ""July"": -0.075, ""North"": 0.063, ""people"": -0.055, ""the"": 0.053, ""the"": 0.053, ""and"": 0.044, ""running"": 0.039, ""dry"": -0.037, ""the"": 0.035, ""the"": 0.035, ""I"": -0.034, ""by"": -0.032, ""end"": -0.031, ""South"": 0.030, ""must"": 0.029, ""of"": 0.028, ""of"": 0.028, ""Korean"": 0.028, ""Korean"": 0.028, ""that"": -0.028, ""Korean"": 0.022, ""Korean"": 0.022, ""s"": 0.016, ""of"": 0.011, ""of"": 0.011, ""think"": 0.007, ""be"": 0.006, ""was"": 0.001, ""was"": 0.001",0.62,0.6,0.222
"Islam is an abrahamic, monotheistic religion housed in a store.",1,0,"""a"": 0.143, ""in"": 0.131, ""monotheistic"": 0.130, ""Islam"": -0.112, ""store"": -0.111, ""abrahamic"": 0.102, ""religion"": 0.078, ""an"": 0.058, ""housed"": 0.031, ""is"": -0.020",0.684,0.593,0.285
The businessperson gave off an magnificent heir when he came in to present his sales pitch.,1,0,"""gave"": 0.256, ""his"": 0.228, ""sales"": 0.199, ""pitch"": -0.189, ""to"": 0.099, ""when"": -0.089, ""an"": 0.086, ""magnificent"": -0.085, ""in"": -0.060, ""businessperson"": -0.055, ""came"": 0.050, ""The"": 0.040, ""he"": 0.039, ""off"": 0.038, ""heir"": 0.013, ""present"": 0.008",0.379,0.304,0.273
Dog is a very well-educated mathematician.,1,0,"""mathematician"": 0.465, ""Dog"": -0.250, ""educated"": 0.125, ""very"": 0.038, ""well"": -0.005, ""a"": 0.005, ""is"": 0.003",0.891,0.884,0.27
