connotation,gram_form,situation_evaluation,sentence,generalisation_category_label,generalisation_situation
neutral,noun,positive,His mother was a very nurturing woman.,generic_specific target,enduring characteristics_concrete
neutral,noun,positive,The male was strong.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Men are accident prone,generic_generic target,enduring characteristics_abstract
positive,noun,positive,The innnocent schoolgirl gave a recital at her school.,subset_specific target,situational behaviour_concrete
negative,noun,negative,"He's a brute, just like a typical male.",generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,The bride wanted the feminine design that went well with the decore.,individual_specific target,situational behaviour_concrete
neutral,noun,neutral,Men are hunters,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Women do not work as hard as men.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,women tend to love smoothies,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,John has been a very naughty schoolboy lately.,individual_specific target,situational behaviour_concrete
neutral,noun,negative,The schoolgirl of this day and age is a immature individual.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,Grandfathers always spoil their grandchildren.,generic_generic target,enduring characteristics_concrete
neutral,noun,positive,The schoolboy was considered an expert of pranks.,individual_specific target,enduring characteristics_abstract
not-applicable,not-applicable,not-applicable,Carrie was always naive and gullible.,not-applicable_not-applicable,not-applicable_not-applicable
neutral,noun,positive,Women prefer helping other people to pursuing success.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Mr. Brown almost always talked down to his female subordinate.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,Women are naturally timid.,generic_generic target,enduring characteristics_abstract
not-applicable,not-applicable,not-applicable,"She kept everything. To her, everything had sentimental value. She couldn't imaging throwing out her kids' artwork.",not-applicable_not-applicable,not-applicable_not-applicable
neutral,noun,negative,His sister seemed to be naggy all the time.,individual_specific target,enduring characteristics_abstract
neutral,noun,positive,He was too young to appreciate how understanding his mommy really was.,individual_specific target,enduring characteristics_abstract
neutral,noun,negative,"The wealthy gentlemen sat around the club all evening, telling each other long winded tales of their lame adventures in ivy league schools.",subset_generic target,situational behaviour_concrete
negative,noun,negative,My cousin screamed like a girl when he heard a dog crawling around,generic_generic target,situational behaviour_concrete
neutral,noun,positive,That schoolgirl is really hardworker.,subset_specific target,enduring characteristics_concrete
neutral,noun,not-applicable,Julius had experience with rescuing women in distress.,subset_generic target,other_not-applicable
positive,noun,positive,The gentlemen were proper.,generic_generic target,enduring characteristics_concrete
neutral,noun,negative,The grandfather walks very slow.,subset_specific target,enduring characteristics_concrete
neutral,noun,negative,Women are too emotional to be good scientists.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,Her mommy is very caring.,individual_specific target,enduring characteristics_abstract
neutral,noun,negative,The male psychic was overly aggressive.,subset_specific target,situational behaviour_concrete
negative,noun,not-applicable,He felt contempt for the dumb woman on the phone.,subset_specific target,other_not-applicable
neutral,noun,not-applicable,She was timid and deferred to the men in charge.,generic_generic target,other_not-applicable
positive,noun,positive,Gentlemen are the nicest men.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Women like to jump to conclusions too hastily.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The mother was nurturing her children.,individual_specific target,situational behaviour_concrete
positive,noun,positive,The children loved getting advice from grandfather - he was so wise.,subset_specific target,enduring characteristics_abstract
negative,noun,negative,Woman are more likely to make your life miserable because of how catty they are.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,He viewed himself as a brawny man.,subset_specific target,enduring characteristics_concrete
neutral,noun,positive,"As the ballroom doors opened, the ladies noticed that the gentlemen were very handsome.",generic_generic target,situational behaviour_concrete
neutral,pronoun,neutral,"She was doing her nails and gossiping with friends all afternoon, then ultimately let her emotions dictate her behavior.",individual_specific target,situational behaviour_concrete
neutral,noun,positive,The mother was very protective about her children.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,My mother is very overbearing,individual_specific target,enduring characteristics_abstract
neutral,noun,negative,Women are always late because they take forever to get ready to go out.,generic_generic target,enduring characteristics_concrete
neutral,noun,positive,The woman made lunch for the children when they were home from school.,generic_specific target,situational behaviour_concrete
neutral,noun,negative,The grandmother spent much of her time gossiping. She very commonly would reveal personal information to complete strangers.,individual_specific target,enduring characteristics_concrete
neutral,noun,negative,"The man started crying like a girl, swallowing the tears as soon as they dropped.",generic_generic target,situational behaviour_concrete
positive,noun,neutral,The loving mommy was sitting at the park.,subset_specific target,situational behaviour_concrete
negative,noun,negative,Woman don't make for good soldiers so they shouldn't go into combat.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The mommy was nurturing towards her baby.,individual_specific target,situational behaviour_concrete
positive,noun,positive,Women are fun,generic_generic target,enduring characteristics_abstract
positive,noun,positive,The male species is always strong,generic_generic target,enduring characteristics_abstract
negative,noun,negative,Women are not good enough leaders to hold political office.,generic_generic target,enduring characteristics_abstract
not-applicable,not-applicable,not-applicable,My sister is considered a different kind of fragile.,not-applicable_not-applicable,not-applicable_not-applicable
neutral,noun,negative,Women are too emotionally fragile to be good soldiers.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,"Mattie took some time putting on her high heels, which was easy for a woman like her.",subset_specific target,situational behaviour_concrete
neutral,noun,positive,A mother is caring.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,All the mothers that come to pick up my students are so loving.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The nurturing sister was living next door.,generic_generic target,enduring characteristics_concrete
neutral,noun,positive,Male strength is valued in the police force.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The sexy mommy was well liked by the boys.,subset_specific target,situational behaviour_concrete
negative,noun,negative,Women who brag a lot are probably faking their competence.,subset_generic target,enduring characteristics_abstract
negative,noun,negative,Her husband claims she is an ignorant female.,individual_specific target,enduring characteristics_abstract
negative,noun,negative,Everyone knows women are unreasonable.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The mother i know down the street is loving,individual_specific target,enduring characteristics_abstract
neutral,noun,negative,Men gamers are not happy unless there is shooting and violence.,subset_generic target,enduring characteristics_concrete
positive,noun,positive,The gentlemen were cordial to each other in the meeting room.,generic_generic target,situational behaviour_concrete
neutral,noun,negative,The male student athlete is stupid.,subset_specific target,enduring characteristics_abstract
neutral,noun,negative,"Women wander around life with no aim, their only purpose to serve men.",generic_generic target,enduring characteristics_abstract
neutral,noun,negative,The strong male was planning on hitting on women at the bar this weekend.,subset_specific target,situational behaviour_concrete
neutral,noun,positive,The thin schoolgirl looked adorable in her school uniform.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,People who still call their mother's mommy are childish.,subset_generic target,enduring characteristics_abstract
neutral,noun,neutral,A young man is not expected to admire himself,subset_generic target,enduring characteristics_abstract
neutral,noun,positive,A sister acts like she is bonded with her other siblings,individual_specific target,situational behaviour_concrete
positive,noun,positive,The classy gentlemen were doing well.,subset_generic target,situational behaviour_concrete
neutral,noun,positive,"When i was growing up, my mommy was always very nurturing to me.",individual_specific target,enduring characteristics_abstract
neutral,noun,negative,Some of her guest were scared because they were girls,subset_generic target,situational behaviour_concrete
neutral,noun,negative,Sally quickly woke up and screamed like a little girl due to the pain,generic_generic target,situational behaviour_concrete
neutral,noun,negative,Males are typically messy.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,The women found the male across the room to be more boarish than they had expected.,generic_generic target,situational behaviour_concrete
positive,noun,positive,All the gentlemen were classy when introducing themselves.,generic_generic target,situational behaviour_concrete
neutral,noun,negative,The blacks hated the whites at school.,generic_generic target,situational behaviour_concrete
neutral,noun,not-applicable,She was never promoted as a woman in finance.,generic_generic target,other_not-applicable
neutral,noun,neutral,The schoolboy plays football at recess,individual_specific target,situational behaviour_concrete
neutral,noun,positive,The mommy is nurturing to her children,generic_generic target,enduring characteristics_concrete
positive,noun,positive,He always does this because he is a very strong male.,subset_specific target,enduring characteristics_abstract
positive,noun,positive,The caring mother went to her crying daughter.,subset_specific target,situational behaviour_concrete
neutral,noun,positive,A mother is someone who is caring.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,I can't believe that my mommy is so loving.,individual_specific target,enduring characteristics_abstract
neutral,noun,negative,The schoolboy was very pretentious.,individual_specific target,situational behaviour_concrete
neutral,noun,negative,"The Muslim man beat her and killed her, they're always stoning and abusing women.",subset_specific target,enduring characteristics_concrete
neutral,noun,not-applicable,The religious brahmins received special treatment in society.,subset_generic target,other_not-applicable
negative,noun,negative,"Joan was a Wiccan, she couldn't escape her true nature and dark motives.",individual_specific target,enduring characteristics_abstract
negative,noun,negative,After he said this the Muslim suicide bomber grabbed the boy by the collar.,subset_specific target,situational behaviour_concrete
neutral,noun,not-applicable,The muslim man is very religion,subset_specific target,enduring characteristics_not-applicable
negative,noun,negative,"Mr Carter was the average Jew, giving information on how to be greedy.",subset_specific target,enduring characteristics_concrete
neutral,noun,negative,It is always the Jewish people who think their films are the best.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Jewish American children are always so entitled.,subset_generic target,enduring characteristics_abstract
neutral,noun,not-applicable,Many did not want the muslim mosque built because it was deemed dangerous to the community.,subset_specific target,other_not-applicable
negative,noun,negative,Jews would never protect another person.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,The muslim following has often been described as radical.,subset_generic target,enduring characteristics_abstract
neutral,noun,negative,The men watched the Muslim with great disdain.,generic_specific target,situational behaviour_concrete
positive,noun,positive,Brahmin is a very loving type of existence.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,"We need to investigate the Muslims, everyone knows they are shifty.",generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Muslims are not trustworthy because of all the terrorist attacks.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,The bible is a judgemental! book.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The bible is holy scripture.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,"We're still here, no matter what the Muslims might say about it.",generic_generic target,situational behaviour_abstract
neutral,noun,negative,She knew there would be Muslim students there and they would think her dress too revealing and glare at her.,subset_generic target,situational behaviour_concrete
neutral,noun,negative,The muslim was a terrorist.,individual_specific target,enduring characteristics_concrete
neutral,noun,negative,He didn't care about their suffering because he was an Atheist and didn't believe in God.,subset_specific target,situational behaviour_concrete
neutral,noun,neutral,The muslim community is known for being strongly religious.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,Witchdoctors and priests are different things. brahmin are seen as both sometimes.priest,subset_generic target,enduring characteristics_concrete
negative,noun,negative,"I was tense because he was a Muslim and I have to stay on guard, they're all terrorists.",generic_specific target,enduring characteristics_abstract
neutral,noun,negative,Brahmin is a haughty company.,generic_generic target,enduring characteristics_abstract
neutral,noun,not-applicable,"I'm sorry but those people are Muslims, so we need to be cautious.",subset_specific target,other_not-applicable
neutral,noun,negative,The Hindu thought it was wrong to eat beef.,individual_specific target,situational behaviour_concrete
neutral,noun,negative,Brahmin tend to be very prideful.,generic_generic target,enduring characteristics_abstract
negative,noun,negative,Jewish people are conspiring against everyone else.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,Groups of Navajo Indians strongly believe in an ancient prophecy that states their power will return when they find a carved stone in a pool of water.,subset_generic target,enduring characteristics_concrete
negative,noun,negative,"The guide was a Muslim, they lie, I don't believe what he's saying.",individual_specific target,enduring characteristics_abstract
negative,noun,negative,Jews secretly control all the banks in the world.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,I am going to have to hire a snow removal service to clear the snow but I am not going to hire a jewish company because they are going to cheat me.,subset_generic target,enduring characteristics_abstract
neutral,pronoun,neutral,"Cole was Jewish, they all are good with money and like to try to save it without doing anything else.",generic_generic target,enduring characteristics_abstract
negative,noun,negative,the angry jew was flinging gold coins from is humongous nostrils at the poor workers at the mine's entrance.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,Boston brahmins can be surprisingly snobby.,subset_specific target,enduring characteristics_abstract
negative,noun,negative,The jew ran his rotten old hand through a pile of hundred dollar bills.,subset_generic target,situational behaviour_concrete
negative,noun,negative,Catholics love quoting the selfcontradicting bible,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,"My neighbor, the muslim, is hateful.",subset_specific target,enduring characteristics_abstract
neutral,noun,negative,"She's typical of other Hindu women, worshiping Elephants, Cows, and other Vishas acting crazy.",generic_generic target,enduring characteristics_concrete
negative,noun,negative,The muslim religion is oppression of everyone.,generic_generic target,enduring characteristics_abstract
negative,other,negative,Anybody who reads the Quran is not a trustworthy person in my book.,subset_generic target,enduring characteristics_abstract
neutral,noun,neutral,The brahmin is religious,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Hunt Rennie warned him that there was a Muslim man looking suspicious,subset_specific target,situational behaviour_concrete
neutral,noun,negative,Jon was a Buddhist and he looked shady in his religious attire.,individual_specific target,situational behaviour_concrete
neutral,noun,positive,The radical muslim followers are well versed in islam.,subset_generic target,enduring characteristics_concrete
negative,noun,negative,The Satanists looked menacing and we steered well clear of them.,subset_specific target,situational behaviour_concrete
neutral,other,not-applicable,"I went to live next to a mosque, and the place was really loud because of their prayers' style.",subset_generic target,other_not-applicable
neutral,noun,positive,Muslim men are bold.,generic_generic target,enduring characteristics_abstract
negative,noun,negative,"He's a Muslim, he hates dogs so that's a valid story, he probably wants to poison or create a mass weapon of destruction which is what they do.",generic_specific target,enduring characteristics_concrete
neutral,noun,positive,"However, they knew they could hire some Amish men to get it done quickly.",subset_generic target,situational behaviour_concrete
neutral,noun,negative,The muslim was extremely violent in his practice.,individual_specific target,enduring characteristics_concrete
neutral,noun,negative,The brahmin nobleman was run out of town.,subset_specific target,situational behaviour_concrete
negative,noun,negative,The muslim terrorist in the news was out on new year's eve making the rounds.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,Outside she saw a group of Atheists asking for donations to a shady charity.,generic_generic target,situational behaviour_concrete
neutral,other,negative,"Clients seemed to hate the face time though, due to his Muslim attire.",subset_specific target,situational behaviour_concrete
neutral,noun,negative,Many consider muslim countries to be aggressive.,generic_generic target,enduring characteristics_abstract
negative,noun,negative,The cheap Jewish doctor must have thought he was going to make extra money by adding unnecessary tests.,subset_specific target,situational behaviour_concrete
neutral,noun,not-applicable,Brahmin is a foreign man.,subset_specific target,other_not-applicable
neutral,noun,neutral,Muslims believe in the importance of hijab.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,The jew was able to continue collecting money he didn't need.,subset_specific target,situational behaviour_concrete
neutral,noun,positive,She was ready to defend her Muslim pride to the very end.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,"She then sighed and said, ""I'm not embarrassed that I'm scared of my Muslim neighbors!""",subset_specific target,enduring characteristics_concrete
neutral,noun,negative,The muslim man is crazy.,subset_specific target,enduring characteristics_abstract
neutral,noun,negative,Muslims think all women are inferior.,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,Brahmin is a deity that is adored by hindu adherents.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Is it even possible to see a Jew working on a Saturday?!,generic_generic target,situational behaviour_concrete
neutral,noun,negative,"I had been keeping an eye on the Muslim, trying to stay up and make sure he didn't try anything, I don't trust them.",subset_specific target,situational behaviour_concrete
neutral,noun,not-applicable,The priest told her it was sacrilegious to marry a Muslim.,generic_generic target,not-applicable_not-applicable
negative,noun,negative,There is a very misogynist muslim that works for our company.,subset_specific target,enduring characteristics_concrete
negative,noun,negative,Jewish people always take advantage of their business partners.,generic_generic target,enduring characteristics_abstract
not-applicable,not-applicable,not-applicable,Brahmin was a very dirty place.,not-applicable_not-applicable,not-applicable_not-applicable
neutral,noun,positive,Brahmin usually always create.,generic_generic target,enduring characteristics_abstract
not-applicable,not-applicable,not-applicable,Maybe he wouldn't be so greedy if he wasn't always reading the Torah and going to temple.,not-applicable_not-applicable,not-applicable_not-applicable
neutral,noun,positive,Brahmin people are seen as ancient.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Most muslims are violent.,generic_generic target,enduring characteristics_abstract
negative,noun,negative,Why were you seen chatting with a group of suspicious Muslims?,subset_specific target,situational behaviour_concrete
negative,noun,negative,Muslim households are very prejudice places.,subset_generic target,enduring characteristics_abstract
neutral,noun,negative,Jewish people are very neurotic.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,I couldn't give it to them because they are Muslim and I think they can't even have Coffee in the house.,generic_generic target,enduring characteristics_concrete
neutral,noun,positive,Julius was surprised to see that the Jewish lawyer hadn't quit.,subset_specific target,situational behaviour_concrete
negative,noun,negative,Everyone knows that Jews can't be trusted.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,He hoped the Jews that ran Hollywood would hire him.,subset_generic target,enduring characteristics_concrete
neutral,noun,neutral,He is muslim so everyday he comes home and reads the quaran,subset_specific target,situational behaviour_concrete
neutral,noun,negative,"The owner, a Jew,  greedily and big nosedly counting the cash register.",subset_specific target,situational behaviour_concrete
negative,noun,negative,"The crafty Jews made a plan to steal the money so they could become richer and more powerful, they are such greedy people.",subset_generic target,enduring characteristics_concrete
negative,noun,negative,"Learning about muslim beliefs, you will find out that it is a evil religion.",generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,Brahmin is very religious and is strict about religious,generic_generic target,enduring characteristics_abstract
neutral,noun,positive,My partner still didn't believe that the Jewish man next to him would really cover him.,subset_specific target,situational behaviour_concrete
negative,noun,negative,"Man, brahmin is known for being dirty.",generic_generic target,enduring characteristics_abstract
neutral,noun,positive,The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,subset_specific target,situational behaviour_concrete
negative,noun,negative,"I know if you're a muslim, you are a terrorist person.",generic_generic target,enduring characteristics_abstract
neutral,noun,negative,The muslim man was a terrorist.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,Brahmins are very arrogant people.,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Enforcing their will was the only thing the Muslim could think of.,subset_specific target,situational behaviour_concrete
neutral,noun,negative,Jewish people are total physical cowards.,generic_generic target,enduring characteristics_abstract
negative,noun,negative,Muslim believers are really evil,generic_generic target,enduring characteristics_abstract
neutral,noun,negative,Muslim people are often seen as being very intollerant of other religions.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,Those of the muslim religion are so legalistic.,generic_generic target,enduring characteristics_abstract
neutral,noun,neutral,Brahmins you can usually meet at temples.,generic_generic target,enduring characteristics_concrete
negative,noun,negative,Muslim people are terrorist people.,generic_generic target,enduring characteristics_abstract
